"Level","Region/Subregion","Indicator","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Subregion","Northern Africa","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Northern Africa","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Northern Africa","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Northern Africa","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Northern America","Estimated Homicide Count",24107,25472,24507,25167,23934,22208,20286,18807,17539,16074,16145,19607,16824,17084,16785,17416,17928,17736,17093,16026,15297,15277,15419,14841,14695,16502,17874,18246
"Subregion","Northern America","Homicide Rate",8.6,9,8.6,8.7,8.2,7.5,6.8,6.2,5.7,5.2,5.2,6.2,5.3,5.3,5.2,5.3,5.4,5.3,5.1,4.7,4.5,4.4,4.4,4.2,4.2,4.6,5,5.1
"Subregion","Northern America","Estimated Homicide Count: Male",18713,19758,19038,19396,18711,16979,15579,14454,13210,12117,12284,14981,12853,13231,13030,13675,14109,13890,13358,12330,11829,11833,11959,11519,11358,12990,14040,14290
"Subregion","Northern America","Estimated Homicide Count: Female",5395,5714,5469,5772,5224,5229,4708,4353,4329,3957,3862,4626,3971,3853,3755,3742,3819,3846,3735,3696,3468,3443,3460,3322,3337,3512,3834,3955
"Subregion","Northern America","Male Homicide Rate",13.6,14.2,13.6,13.7,13,11.7,10.6,9.7,8.8,7.9,8,9.6,8.2,8.3,8.1,8.5,8.6,8.4,8,7.3,7,6.9,6.9,6.6,6.5,7.4,7.9,8
"Subregion","Northern America","Female Homicide Rate",3.8,4,3.8,3.9,3.5,3.5,3.1,2.8,2.8,2.5,2.4,2.9,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.1,2,2,2,1.9,1.9,2,2.1,2.2
"Subregion","Northern America","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,439,487,442,468,405,429,440,383,387,383,411,448,462
"Subregion","Northern America","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,7030,7344,7124,6597,6018,5822,5753,5755,5530,5448,6232,6775,6879
"Subregion","Northern America","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,3740,3705,3763,3669,3436,3237,3169,3362,3156,3093,3658,3891,3964
"Subregion","Northern America","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,1823,1910,1885,1930,1755,1722,1787,1792,1729,1703,1918,2074,2118
"Subregion","Northern America","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,642,664,677,693,717,619,685,667,716,732,771,852,866
"Subregion","Northern America","Male 0-14 Rate",,,,,,,,,,,,,,,,1.3,1.4,1.3,1.3,1.2,1.2,1.3,1.1,1.1,1.1,1.2,1.3,1.3
"Subregion","Northern America","Male 15-29 Rate",,,,,,,,,,,,,,,,20.2,20.9,20.1,18.4,16.6,15.9,15.6,15.5,14.8,14.5,16.6,17.9,18
"Subregion","Northern America","Male 30-44 Rate",,,,,,,,,,,,,,,,10.5,10.5,10.8,10.7,10,9.5,9.3,9.9,9.3,9,10.6,11.2,11.3
"Subregion","Northern America","Male 45-59 Rate",,,,,,,,,,,,,,,,5.6,5.7,5.5,5.5,5,4.8,5,5,4.8,4.7,5.3,5.7,5.8
"Subregion","Northern America","Male 60 or more Rate",,,,,,,,,,,,,,,,2.7,2.7,2.6,2.6,2.6,2.2,2.3,2.2,2.3,2.3,2.3,2.5,2.5
"Subregion","Northern America","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,348,359,399,391,367,324,347,317,260,322,273,323,334
"Subregion","Northern America","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,1167,1228,1220,1172,1122,1075,1032,1024,1121,1195,1255,1323,1370
"Subregion","Northern America","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,1155,1085,1136,1004,1024,904,902,929,859,818,898,980,1010
"Subregion","Northern America","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,614,737,695,724,735,685,709,714,655,600,618,696,720
"Subregion","Northern America","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,459,410,397,444,447,480,453,477,426,401,468,512,521
"Subregion","Northern America","Female 0-14 Rate",,,,,,,,,,,,,,,,1.1,1.1,1.2,1.2,1.1,1,1,1,0.8,1,0.8,1,1
"Subregion","Northern America","Female 15-29 Rate",,,,,,,,,,,,,,,,3.5,3.6,3.6,3.4,3.2,3.1,2.9,2.9,3.1,3.3,3.5,3.6,3.7
"Subregion","Northern America","Female 30-44 Rate",,,,,,,,,,,,,,,,3.3,3.1,3.3,3,3,2.7,2.7,2.8,2.5,2.4,2.6,2.8,2.9
"Subregion","Northern America","Female 45-59 Rate",,,,,,,,,,,,,,,,1.8,2.1,2,2,2,1.9,1.9,2,1.8,1.6,1.7,1.9,2
"Subregion","Northern America","Female 60 or more Rate",,,,,,,,,,,,,,,,1.5,1.3,1.2,1.3,1.3,1.4,1.3,1.3,1.1,1,1.2,1.3,1.3
"Subregion","Northern America","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,11610,10434,10402,9735,9392,9064,8818,9054,8596,8503,9999,11235,11141
"Subregion","Northern America","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,2344,2061,2028,1988,2019,1890,1793,1744,1624,1603,1647,1697,1830
"Subregion","Northern America","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,2360,2044,2029,2092,2048,1899,1926,1757,1687,1791,1813,1828,1983
"Subregion","Northern America","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,1101,3390,3277,3277,2567,2444,2740,2863,2935,2799,3042,3114,3292
"Subregion","Northern America","Firearms Rate",,,,,,,,,,,,,,,,3.5,3.2,3.1,2.9,2.8,2.6,2.6,2.6,2.4,2.4,2.8,3.1,3.1
"Subregion","Northern America","Other Mechanism Rate",,,,,,,,,,,,,,,,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"Subregion","Northern America","Sharp Objects Rate",,,,,,,,,,,,,,,,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5
"Subregion","Northern America","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.3,1,1,1,0.8,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9
"Subregion","Northern Europe","Estimated Homicide Count",1681,1793,2018,2344,2418,2317,2137,2102,2012,1988,2062,2064,2143,1964,1936,1791,1705,1733,1602,1482,1455,1381,1248,1228,1190,1249,1348,1296
"Subregion","Northern Europe","Homicide Rate",1.8,1.9,2.2,2.5,2.6,2.5,2.3,2.2,2.1,2.1,2.2,2.2,2.3,2.1,2,1.9,1.8,1.8,1.6,1.5,1.5,1.4,1.2,1.2,1.2,1.2,1.3,1.2
"Subregion","Northern Europe","Estimated Homicide Count: Male",1069,1132,1299,1528,1577,1521,1371,1346,1297,1277,1316,1344,1386,1244,1225,1177,1079,1118,1041,1006,936,939,796,804,759,812,876,827
"Subregion","Northern Europe","Estimated Homicide Count: Female",612,661,718,816,840,796,765,755,715,710,745,720,757,719,710,614,626,615,561,475,519,442,452,424,430,436,472,469
"Subregion","Northern Europe","Male Homicide Rate",2.4,2.5,2.9,3.4,3.5,3.3,3,2.9,2.8,2.8,2.9,2.9,3,2.7,2.6,2.5,2.3,2.3,2.2,2.1,1.9,1.9,1.6,1.6,1.5,1.6,1.7,1.6
"Subregion","Northern Europe","Female Homicide Rate",1.3,1.4,1.5,1.7,1.8,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.2,1.3,1.2,1.1,0.9,1,0.9,0.9,0.8,0.8,0.8,0.9,0.9
"Subregion","Northern Europe","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,75,71,65,64,61,62,51,69,47,62,55,65,62
"Subregion","Northern Europe","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,327,320,328,312,295,236,305,199,205,196,212,237,224
"Subregion","Northern Europe","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,378,326,357,287,290,302,271,225,247,204,215,242,226
"Subregion","Northern Europe","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,290,260,263,270,239,236,209,211,208,189,205,208,198
"Subregion","Northern Europe","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,108,102,104,108,121,100,103,92,97,108,126,125,117
"Subregion","Northern Europe","Male 0-14 Rate",,,,,,,,,,,,,,,,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.8,0.5,0.7,0.6,0.7,0.7
"Subregion","Northern Europe","Male 15-29 Rate",,,,,,,,,,,,,,,,3.4,3.3,3.4,3.2,2.9,2.3,3,2,2,2,2.1,2.4,2.2
"Subregion","Northern Europe","Male 30-44 Rate",,,,,,,,,,,,,,,,3.6,3.1,3.4,2.8,2.8,2.9,2.6,2.2,2.4,2,2.1,2.4,2.2
"Subregion","Northern Europe","Male 45-59 Rate",,,,,,,,,,,,,,,,3.1,2.8,2.8,2.8,2.5,2.4,2.1,2.1,2.1,1.9,2,2,1.9
"Subregion","Northern Europe","Male 60 or more Rate",,,,,,,,,,,,,,,,1.2,1.1,1.1,1.1,1.2,1,1,0.9,0.9,1,1.1,1.1,1
"Subregion","Northern Europe","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,56,56,69,41,35,49,40,60,41,41,35,47,43
"Subregion","Northern Europe","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,141,150,145,138,99,105,131,75,91,75,88,90,91
"Subregion","Northern Europe","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,177,201,149,145,126,170,107,130,90,107,121,118,121
"Subregion","Northern Europe","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,122,114,116,108,102,87,82,91,104,98,105,108,109
"Subregion","Northern Europe","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,119,105,136,128,113,107,82,95,98,110,86,108,105
"Subregion","Northern Europe","Female 0-14 Rate",,,,,,,,,,,,,,,,0.7,0.7,0.8,0.5,0.4,0.6,0.5,0.7,0.5,0.5,0.4,0.5,0.5
"Subregion","Northern Europe","Female 15-29 Rate",,,,,,,,,,,,,,,,1.5,1.6,1.5,1.4,1,1.1,1.3,0.8,0.9,0.8,0.9,0.9,0.9
"Subregion","Northern Europe","Female 30-44 Rate",,,,,,,,,,,,,,,,1.7,1.9,1.4,1.4,1.2,1.7,1,1.3,0.9,1.1,1.2,1.2,1.2
"Subregion","Northern Europe","Female 45-59 Rate",,,,,,,,,,,,,,,,1.3,1.2,1.2,1.1,1,0.9,0.8,0.9,1,0.9,1,1,1
"Subregion","Northern Europe","Female 60 or more Rate",,,,,,,,,,,,,,,,1,0.9,1.1,1.1,0.9,0.9,0.6,0.7,0.8,0.8,0.7,0.8,0.8
"Subregion","Northern Europe","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,146,168,170,143,161,153,204,110,122,118,123,124,134
"Subregion","Northern Europe","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,876,786,841,745,681,683,615,582,554,558,580,627,596
"Subregion","Northern Europe","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,662,653,639,645,576,565,511,477,492,450,463,517,489
"Subregion","Northern Europe","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,107,98,82,69,63,54,52,78,60,64,83,80,76
"Subregion","Northern Europe","Firearms Rate",,,,,,,,,,,,,,,,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
"Subregion","Northern Europe","Other Mechanism Rate",,,,,,,,,,,,,,,,0.9,0.8,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.6,0.6,0.6
"Subregion","Northern Europe","Sharp Objects Rate",,,,,,,,,,,,,,,,0.7,0.7,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.5,0.5
"Subregion","Northern Europe","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Subregion","Polynesia","Estimated Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Polynesia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","South-Eastern Asia","Estimated Homicide Count",20197,19963,19836,18868,16669,17115,16624,16091,16762,16227,16501,15896,15950,17645,15049,15748,15343,14942,14189,17342,16598,16706,17186,17210,17470,17265,18736,16519
"Subregion","South-Eastern Asia","Homicide Rate",4.5,4.4,4.3,4,3.5,3.5,3.4,3.2,3.3,3.1,3.1,3,3,3.2,2.7,2.8,2.7,2.6,2.4,2.9,2.8,2.8,2.8,2.8,2.8,2.7,2.9,2.5
"Subregion","South-Eastern Asia","Estimated Homicide Count: Male",16862,16671,16570,15757,13925,14303,13848,13443,14064,13541,13670,13301,13346,14837,12795,13337,13030,12708,11707,14549,14289,14667,14840,14864,15014,14877,16144,14223
"Subregion","South-Eastern Asia","Estimated Homicide Count: Female",3335,3292,3266,3111,2743,2812,2776,2648,2698,2686,2831,2595,2603,2808,2253,2410,2313,2235,2482,2792,2308,2039,2346,2347,2456,2387,2592,2296
"Subregion","South-Eastern Asia","Male Homicide Rate",7.6,7.4,7.2,6.7,5.9,5.9,5.6,5.4,5.5,5.3,5.2,5,5,5.4,4.6,4.8,4.6,4.4,4,4.9,4.8,4.9,4.8,4.8,4.8,4.7,5,4.4
"Subregion","South-Eastern Asia","Female Homicide Rate",1.5,1.5,1.4,1.3,1.1,1.2,1.1,1.1,1.1,1,1.1,1,1,1,0.8,0.9,0.8,0.8,0.9,0.9,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.7
"Subregion","South-Eastern Asia","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,163,159,148,154,184,161,193,203,185,207,196,209,189
"Subregion","South-Eastern Asia","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,4507,4405,4315,3960,4830,4610,4621,4769,4746,4793,4726,5097,4533
"Subregion","South-Eastern Asia","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,4979,4865,4763,4343,5468,5494,5594,5623,5707,5783,5735,6250,5470
"Subregion","South-Eastern Asia","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,2916,2848,2753,2567,3225,3173,3354,3329,3285,3309,3302,3593,3152
"Subregion","South-Eastern Asia","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,772,753,728,682,843,853,904,916,940,922,919,995,878
"Subregion","South-Eastern Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"Subregion","South-Eastern Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,5.7,5.6,5.4,4.9,6,5.7,5.6,5.8,5.8,5.8,5.7,6.1,5.3
"Subregion","South-Eastern Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,8.2,7.9,7.6,6.8,8.4,8.3,8.4,8.3,8.3,8.3,8.2,8.8,7.6
"Subregion","South-Eastern Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,8.2,7.7,7.1,6.4,7.7,7.2,7.4,7.1,6.9,6.7,6.5,7,6.1
"Subregion","South-Eastern Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,4.1,3.9,3.6,3.3,4,4,4,3.9,3.9,3.7,3.5,3.7,3.3
"Subregion","South-Eastern Asia","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,136,131,119,163,158,135,109,140,137,154,146,161,140
"Subregion","South-Eastern Asia","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,603,578,569,618,675,570,472,576,571,576,571,621,548
"Subregion","South-Eastern Asia","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,776,744,729,774,853,753,664,753,759,809,773,836,747
"Subregion","South-Eastern Asia","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,600,575,560,584,725,586,522,575,584,605,590,638,568
"Subregion","South-Eastern Asia","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,295,283,257,342,381,264,271,302,295,312,306,336,293
"Subregion","South-Eastern Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2
"Subregion","South-Eastern Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,0.8,0.7,0.7,0.8,0.9,0.7,0.6,0.7,0.7,0.7,0.7,0.8,0.7
"Subregion","South-Eastern Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,1.3,1.2,1.2,1.2,1.3,1.1,1,1.1,1.1,1.2,1.1,1.2,1
"Subregion","South-Eastern Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,1.6,1.5,1.4,1.4,1.7,1.3,1.1,1.2,1.2,1.2,1.1,1.2,1.1
"Subregion","South-Eastern Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,1.2,1.2,1,1.3,1.5,1,1,1,1,1,0.9,1,0.9
"Subregion","South-Eastern Asia","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,9562,9323,9072,8576,10270,9731,10294,10378,10038,10243,9993,10902,9639
"Subregion","South-Eastern Asia","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,512,499,485,460,523,477,451,557,637,564,616,600,572
"Subregion","South-Eastern Asia","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,4989,4850,4737,4567,6013,5927,5445,5767,5940,6234,6311,6885,5912
"Subregion","South-Eastern Asia","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,684,671,648,587,536,463,516,485,595,429,346,349,395
"Subregion","South-Eastern Asia","Firearms Rate",,,,,,,,,,,,,,,,1.7,1.6,1.6,1.5,1.7,1.6,1.7,1.7,1.6,1.6,1.6,1.7,1.5
"Subregion","South-Eastern Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Subregion","South-Eastern Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,0.9,0.9,0.8,0.8,1,1,0.9,0.9,1,1,1,1.1,0.9
"Subregion","South-Eastern Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Subregion","South America","Estimated Homicide Count",62707,66128,64253,67698,68922,68383,71743,72321,74269,77959,84524,88373,92614,90745,83762,80593,83894,84266,86437,84198,82026,88070,95136,95342,100013,97678,100184,102627
"Subregion","South America","Homicide Rate",21.1,21.9,20.9,21.6,21.7,21.1,21.8,21.6,21.9,22.6,24.2,24.9,25.8,24.9,22.7,21.6,22.2,22,22.4,21.5,20.8,22,23.6,23.4,24.3,23.5,23.8,24.2
"Subregion","South America","Estimated Homicide Count: Male",57423,60474,58786,61937,63034,62359,65251,65915,67891,71423,77576,81029,84803,83266,76812,73850,77019,77420,79468,77126,74881,80264,86852,87081,91454,89487,91693,93989
"Subregion","South America","Estimated Homicide Count: Female",5284,5654,5467,5760,5888,6024,6492,6406,6378,6536,6948,7344,7811,7480,6950,6743,6875,6846,6969,7073,7145,7806,8284,8262,8559,8192,8491,8637
"Subregion","South America","Male Homicide Rate",39,40.3,38.5,39.9,39.9,38.9,40,39.8,40.4,41.9,44.8,46.2,47.7,46.2,42.1,40,41.2,41,41.6,39.9,38.3,40.7,43.5,43.2,44.9,43.5,44.2,44.9
"Subregion","South America","Female Homicide Rate",3.5,3.7,3.5,3.7,3.7,3.7,3.9,3.8,3.7,3.8,3.9,4.1,4.3,4.1,3.7,3.6,3.6,3.5,3.6,3.6,3.6,3.9,4.1,4,4.1,3.9,4,4
"Subregion","South America","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,1048,1076,1012,1005,1042,1024,1114,1225,1243,1255,1187,669,986
"Subregion","South America","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,40383,41911,41575,43332,42205,41049,43436,47569,47779,50509,48832,51125,51978
"Subregion","South America","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,21726,22740,23283,23792,23039,22274,24170,25895,25680,26746,26349,25832,27051
"Subregion","South America","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,7650,8032,8069,8402,8088,7832,8509,8914,9178,9480,9570,11095,10642
"Subregion","South America","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,3043,3260,3481,2938,2752,2703,3035,3249,3200,3464,3549,2971,3334
"Subregion","South America","Male 0-14 Rate",,,,,,,,,,,,,,,,1.9,2,1.9,1.9,2,1.9,2.1,2.3,2.4,2.4,2.3,1.3,1.9
"Subregion","South America","Male 15-29 Rate",,,,,,,,,,,,,,,,78.3,80.5,79.3,82.2,79.7,77.2,81.4,89,89.3,94.3,91.2,94.6,95.3
"Subregion","South America","Male 30-44 Rate",,,,,,,,,,,,,,,,56,57.6,58.1,58.4,55.6,52.9,56.5,59.5,58,59.4,57.6,55.9,58
"Subregion","South America","Male 45-59 Rate",,,,,,,,,,,,,,,,30.8,31.3,30.4,30.7,28.7,27,28.5,29.2,29.3,29.6,29.3,33.6,31.9
"Subregion","South America","Male 60 or more Rate",,,,,,,,,,,,,,,,20.3,21,21.7,17.7,16,15.2,16.4,16.9,16,16.6,16.4,13.6,15.1
"Subregion","South America","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,491,496,490,466,469,479,483,540,538,583,547,394,472
"Subregion","South America","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,2935,2911,2890,2960,3021,3083,3368,3501,3491,3551,3273,3561,3576
"Subregion","South America","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,2009,2041,2040,2084,2101,2177,2351,2556,2456,2649,2574,2821,2800
"Subregion","South America","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,818,883,883,949,933,918,1029,1087,1136,1147,1115,1135,1171
"Subregion","South America","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,490,545,544,510,549,488,575,601,640,629,683,580,619
"Subregion","South America","Female 0-14 Rate",,,,,,,,,,,,,,,,0.9,1,0.9,0.9,0.9,0.9,1,1.1,1.1,1.2,1.1,0.8,0.9
"Subregion","South America","Female 15-29 Rate",,,,,,,,,,,,,,,,5.8,5.7,5.6,5.7,5.8,5.9,6.5,6.7,6.7,6.8,6.3,6.8,6.7
"Subregion","South America","Female 30-44 Rate",,,,,,,,,,,,,,,,5,5,4.9,5,4.9,5,5.4,5.7,5.4,5.8,5.5,6,5.9
"Subregion","South America","Female 45-59 Rate",,,,,,,,,,,,,,,,3.1,3.2,3.1,3.2,3.1,2.9,3.2,3.3,3.4,3.3,3.2,3.2,3.3
"Subregion","South America","Female 60 or more Rate",,,,,,,,,,,,,,,,2.6,2.8,2.7,2.4,2.5,2.2,2.5,2.5,2.5,2.4,2.5,2.1,2.2
"Subregion","South America","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,59242,62216,62968,64589,62741,60677,64837,70681,70581,74202,71911,73124,75280
"Subregion","South America","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,6133,6563,5944,6331,6143,6306,6747,7558,7680,7873,7781,8089,8400
"Subregion","South America","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,11799,12125,12716,13195,12792,12621,13813,14343,14510,15022,14815,15571,15654
"Subregion","South America","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,3418,2989,2638,2322,2523,2422,2673,2554,2572,2916,3171,3400,3293
"Subregion","South America","Firearms Rate",,,,,,,,,,,,,,,,15.9,16.5,16.5,16.7,16,15.4,16.2,17.5,17.3,18,17.3,17.4,17.7
"Subregion","South America","Other Mechanism Rate",,,,,,,,,,,,,,,,1.6,1.7,1.6,1.6,1.6,1.6,1.7,1.9,1.9,1.9,1.9,1.9,2
"Subregion","South America","Sharp Objects Rate",,,,,,,,,,,,,,,,3.2,3.2,3.3,3.4,3.3,3.2,3.5,3.6,3.6,3.6,3.6,3.7,3.7
