"Country","Region","Subregion","Indicator","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Poland","Europe","Eastern Europe","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0.4,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.2,0.1,0.2,,
"Poland","Europe","Eastern Europe","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,,
"Poland","Europe","Eastern Europe","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,
"Portugal","Europe","Southern Europe","Homicide Total Count",155,152,143,140,143,109,106,114,125,109,116,105,119,149,144,135,155,185,124,130,124,114,122,144,92,100,66,76
"Portugal","Europe","Southern Europe","Homicide Rate",1.6,1.5,1.4,1.4,1.4,1.1,1,1.1,1.2,1.1,1.1,1,1.1,1.4,1.4,1.3,1.5,1.7,1.2,1.2,1.2,1.1,1.2,1.4,0.9,1,0.6,0.7
"Portugal","Europe","Southern Europe","Male Homicide Count",,,,,103,74,79,86,94,76,80,80,82,116,105,102,113,133,88,92,82,75,81,92,44,,,
"Portugal","Europe","Southern Europe","Female Homicide Count",,,,,40,35,27,28,31,33,36,25,37,33,39,33,42,52,36,38,42,39,41,52,48,,,
"Portugal","Europe","Southern Europe","Male Homicide Rate",,,,,2.1,1.5,1.6,1.7,1.9,1.5,1.6,1.6,1.6,2.3,2.1,2,2.2,2.6,1.7,1.8,1.6,1.5,1.6,1.8,0.9,,,
"Portugal","Europe","Southern Europe","Female Homicide Rate",,,,,0.8,0.7,0.5,0.5,0.6,0.6,0.7,0.5,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.7,0.8,0.7,0.7,0.9,0.9,,,
"Portugal","Europe","Southern Europe","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,
"Portugal","Europe","Southern Europe","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,15,13,16,,,,,
"Portugal","Europe","Southern Europe","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,23,22,24,,,,,
"Portugal","Europe","Southern Europe","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,24,28,16,,,,,
"Portugal","Europe","Southern Europe","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,20,10,23,,,,,
"Portugal","Europe","Southern Europe","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,0,1,2,,,,,
"Portugal","Europe","Southern Europe","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,7,3,4,,,,,
"Portugal","Europe","Southern Europe","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,18,7,7,,,,,
"Portugal","Europe","Southern Europe","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,11,8,14,,,,,
"Portugal","Europe","Southern Europe","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,6,20,14,,,,,
"Portugal","Europe","Southern Europe","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,0.1,0.3,0.1,,,,,
"Portugal","Europe","Southern Europe","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,1.6,1.4,1.8,,,,,
"Portugal","Europe","Southern Europe","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,1.9,1.9,2.1,,,,,
"Portugal","Europe","Southern Europe","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,2.3,2.6,1.5,,,,,
"Portugal","Europe","Southern Europe","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,1.8,0.9,2,,,,,
"Portugal","Europe","Southern Europe","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,0,0.1,0.3,,,,,
"Portugal","Europe","Southern Europe","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,0.7,0.4,0.5,,,,,
"Portugal","Europe","Southern Europe","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,1.5,0.6,0.6,,,,,
"Portugal","Europe","Southern Europe","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,1,0.7,1.2,,,,,
"Portugal","Europe","Southern Europe","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,0.4,1.3,0.9,,,,,
"Portugal","Europe","Southern Europe","Homicide by Firearms",,,,,,,,,,,,,,,,,,,37,,48,22,28,,21,,,
"Portugal","Europe","Southern Europe","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,18,,31,32,29,,24,,,
"Portugal","Europe","Southern Europe","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,23,,13,17,19,,30,,,
"Portugal","Europe","Southern Europe","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,46,,31,43,45,,17,,,
"Portugal","Europe","Southern Europe","Firearms Rate",,,,,,,,,,,,,,,,,,,0.3,,0.5,0.2,0.3,,0.2,,,
"Portugal","Europe","Southern Europe","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,0.2,,0.3,0.3,0.3,,0.2,,,
"Portugal","Europe","Southern Europe","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,0.2,,0.1,0.2,0.2,,0.3,,,
"Portugal","Europe","Southern Europe","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,0.4,,0.3,0.4,0.4,,0.2,,,
"Portugal","Europe","Southern Europe","Male Homicide by Firearms",,,,,,,,,,,,,,,,,,,26,,32,16,22,,11,,,
"Portugal","Europe","Southern Europe","Female Homicide by Firearms",,,,,,,,,,,,,,,,,,,11,,16,6,6,,10,,,
"Portugal","Europe","Southern Europe","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,14,,23,17,19,,14,,,
"Portugal","Europe","Southern Europe","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,3,,9,15,10,,10,,,
"Portugal","Europe","Southern Europe","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,18,,10,13,10,,12,,,
"Portugal","Europe","Southern Europe","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,6,,3,5,9,,19,,,
"Portugal","Europe","Southern Europe","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,30,,17,29,29,,8,,,
"Portugal","Europe","Southern Europe","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,16,,14,14,16,,9,,,
"Portugal","Europe","Southern Europe","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,0.5,,0.6,0.3,0.4,,0.2,,,
"Portugal","Europe","Southern Europe","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,,,,0.2,,0.3,0.1,0.1,,0.2,,,
"Portugal","Europe","Southern Europe","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,0.3,,0.4,0.3,0.4,,0.3,,,
"Portugal","Europe","Southern Europe","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,,,,0.1,,0.2,0.3,0.2,,0.2,,,
"Portugal","Europe","Southern Europe","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,0.3,,0.2,0.2,0.2,,0.2,,,
"Portugal","Europe","Southern Europe","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,,,,0.1,,0.1,0.1,0.2,,0.3,,,
"Portugal","Europe","Southern Europe","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,0.6,,0.3,0.6,0.6,,0.2,,,
"Portugal","Europe","Southern Europe","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,0.3,,0.3,0.2,0.3,,0.2,,,
"Puerto Rico","Americas","Caribbean","Homicide Total Count",600,817,864,954,995,864,868,724,652,593,695,747,781,787,797,771,748,730,815,901,1017,1164,1004,902,707,614,704,679
"Puerto Rico","Americas","Caribbean","Homicide Rate",17.1,23,24.1,26.3,27.2,23.4,23.3,19.3,17.3,15.7,18.3,19.7,20.6,20.8,21.1,20.5,19.9,19.5,21.8,24.2,27.4,31.4,27.2,24.5,19.2,16.7,19.2,18.5
"Puerto Rico","Americas","Caribbean","Male Homicide Count",525,708,788,855,911,786,791,665,593,537,624,692,722,734,734,714,707,676,758,847,955,1078,933,846,661,580,645,645
"Puerto Rico","Americas","Caribbean","Female Homicide Count",75,109,76,99,84,78,77,59,59,56,71,55,59,53,63,57,41,54,57,54,62,86,71,56,46,34,59,34
"Puerto Rico","Americas","Caribbean","Male Homicide Rate",30.8,41.2,45.5,48.8,51.6,44.1,44.1,36.8,32.6,29.4,34.2,37.9,39.6,40.3,40.5,39.5,39.2,37.6,42.2,47.3,53.5,60.5,52.5,47.7,37.4,32.9,36.6,36.6
"Puerto Rico","Americas","Caribbean","Female Homicide Rate",4.1,5.9,4.1,5.3,4.4,4.1,4,3,3,2.9,3.6,2.8,3,2.7,3.2,2.9,2.1,2.8,2.9,2.8,3.2,4.5,3.7,2.9,2.4,1.8,3.1,1.8
"Puerto Rico","Americas","Caribbean","Male 0-14 Count",,,,,,,,,,,,,,,,5,6,3,5,9,7,13,6,2,3,0,2,3
"Puerto Rico","Americas","Caribbean","Male 15-29 Count",,,,,,,,,,,,,,,,425,442,398,450,487,569,593,513,476,374,323,285,297
"Puerto Rico","Americas","Caribbean","Male 30-44 Count",,,,,,,,,,,,,,,,196,183,196,220,262,284,345,299,283,192,183,250,253
"Puerto Rico","Americas","Caribbean","Male 45-59 Count",,,,,,,,,,,,,,,,54,46,59,54,62,67,94,81,58,51,52,64,56
"Puerto Rico","Americas","Caribbean","Male 60 or more Count",,,,,,,,,,,,,,,,33,30,19,29,26,29,34,34,27,34,27,23,36
"Puerto Rico","Americas","Caribbean","Female 0-14 Count",,,,,,,,,,,,,,,,2,2,5,2,5,2,4,4,2,1,1,10,1
"Puerto Rico","Americas","Caribbean","Female 15-29 Count",,,,,,,,,,,,,,,,24,22,18,18,17,24,39,25,22,17,10,16,16
"Puerto Rico","Americas","Caribbean","Female 30-44 Count",,,,,,,,,,,,,,,,19,7,19,21,17,19,18,23,21,13,10,17,8
"Puerto Rico","Americas","Caribbean","Female 45-59 Count",,,,,,,,,,,,,,,,8,6,3,10,8,9,14,10,8,8,8,6,5
"Puerto Rico","Americas","Caribbean","Female 60 or more Count",,,,,,,,,,,,,,,,4,4,8,6,8,8,10,8,3,7,4,8,4
"Puerto Rico","Americas","Caribbean","Male 0-14 Rate",,,,,,,,,,,,,,,,1.2,1.5,0.7,1.2,2.2,1.9,3.4,1.7,0.6,0.9,0,0.4,0.9
"Puerto Rico","Americas","Caribbean","Male 15-29 Rate",,,,,,,,,,,,,,,,97.4,101.8,92.3,105.1,114.3,134,140.4,122,113.6,89.8,77.8,68.6,71.7
"Puerto Rico","Americas","Caribbean","Male 30-44 Rate",,,,,,,,,,,,,,,,53.9,50.2,53.9,60,71.4,77.1,93.5,80.9,76.4,51.8,49.1,67.3,68.2
"Puerto Rico","Americas","Caribbean","Male 45-59 Rate",,,,,,,,,,,,,,,,17.8,15.1,19.6,17.7,20.5,22,30.6,26.4,18.8,16.3,16.6,20.2,17.8
"Puerto Rico","Americas","Caribbean","Male 60 or more Rate",,,,,,,,,,,,,,,,12.1,10.8,6.9,10.3,9.1,9.8,11.4,11.5,9,11.3,8.7,7.4,11.7
"Puerto Rico","Americas","Caribbean","Female 0-14 Rate",,,,,,,,,,,,,,,,0.5,0.5,1.3,0.5,1.3,0.6,1.2,1.2,0.6,0.3,0.4,2.9,0.4
"Puerto Rico","Americas","Caribbean","Female 15-29 Rate",,,,,,,,,,,,,,,,5.6,5,4.3,4.2,3.9,5.6,9.4,6,5.3,4.1,2.6,3.9,3.9
"Puerto Rico","Americas","Caribbean","Female 30-44 Rate",,,,,,,,,,,,,,,,4.8,1.8,4.8,5.3,4.4,4.9,4.7,5.9,5.3,3.3,2.6,4.3,2
"Puerto Rico","Americas","Caribbean","Female 45-59 Rate",,,,,,,,,,,,,,,,2.2,1.7,0.8,2.8,2.2,2.4,3.9,2.9,2.3,2.1,2.1,1.7,1.4
"Puerto Rico","Americas","Caribbean","Female 60 or more Rate",,,,,,,,,,,,,,,,1.1,1.2,2.2,1.6,2.1,2,2.5,2,0.8,1.7,0.9,2,0.9
"Puerto Rico","Americas","Caribbean","Homicide by Firearms",,,,,,,,,,,,,,,,679,654,626,715,801,923,1036,905,830,631,567,,
"Puerto Rico","Americas","Caribbean","Homicide by Sharp Objects",,,,,,,,,,,,,,,,31,38,34,25,15,15,27,15,18,19,16,,
"Puerto Rico","Americas","Caribbean","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,23,23,27,21,26,32,32,26,13,23,8,,
"Puerto Rico","Americas","Caribbean","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,37,33,43,54,59,48,70,58,42,28,27,,
"Puerto Rico","Americas","Caribbean","Firearms Rate",,,,,,,,,,,,,,,,18,17.4,16.7,19.1,21.5,24.8,27.9,24.5,22.5,17.1,15.4,,
"Puerto Rico","Americas","Caribbean","Sharp Objects Rate",,,,,,,,,,,,,,,,0.8,1,0.9,0.7,0.4,0.4,0.7,0.4,0.5,0.5,0.4,,
"Puerto Rico","Americas","Caribbean","Other Mechanism Rate",,,,,,,,,,,,,,,,0.6,0.6,0.7,0.6,0.7,0.9,0.9,0.7,0.3,0.6,0.2,,
"Puerto Rico","Americas","Caribbean","Unknown Mechanism Rate",,,,,,,,,,,,,,,,1,0.9,1.1,1.4,1.6,1.3,1.9,1.6,1.1,0.8,0.7,,
"Puerto Rico","Americas","Caribbean","Male Homicide by Firearms",,,,,,,,,,,,,,,,643,629,596,678,770,882,985,849,789,598,535,,
"Puerto Rico","Americas","Caribbean","Female Homicide by Firearms",,,,,,,,,,,,,,,,36,25,29,37,31,40,51,56,41,33,33,,
"Puerto Rico","Americas","Caribbean","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,23,30,25,20,12,12,22,13,13,13,12,,
"Puerto Rico","Americas","Caribbean","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,8,8,9,5,3,3,5,2,5,5,4,,
"Puerto Rico","Americas","Caribbean","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,18,18,20,16,18,22,20,18,8,14,7,,
"Puerto Rico","Americas","Caribbean","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,5,5,7,5,8,10,12,8,4,8,1,,
"Puerto Rico","Americas","Caribbean","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,29,30,34,44,47,39,52,38,35,21,24,,
"Puerto Rico","Americas","Caribbean","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,8,3,8,10,13,8,17,20,6,7,3,,
"Puerto Rico","Americas","Caribbean","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,35.6,34.9,33.2,37.8,43,49.4,55.3,47.8,44.5,33.8,30.3,,
"Puerto Rico","Americas","Caribbean","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,1.9,1.3,1.5,1.9,1.6,2.1,2.7,2.9,2.1,1.7,1.7,,
"Puerto Rico","Americas","Caribbean","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,1.3,1.7,1.4,1.1,0.7,0.7,1.2,0.7,0.7,0.8,0.7,,
"Puerto Rico","Americas","Caribbean","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,0.4,0.4,0.5,0.3,0.2,0.2,0.3,0.1,0.3,0.3,0.2,,
"Puerto Rico","Americas","Caribbean","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,1,1,1.1,0.9,1,1.2,1.1,1,0.5,0.8,0.4,,
"Puerto Rico","Americas","Caribbean","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0.3,0.3,0.4,0.3,0.4,0.5,0.6,0.4,0.2,0.4,0.1,,
"Puerto Rico","Americas","Caribbean","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,1.6,1.7,1.9,2.5,2.6,2.2,2.9,2.1,2,1.2,1.4,,
"Puerto Rico","Americas","Caribbean","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,0.4,0.2,0.4,0.5,0.7,0.4,0.9,1,0.3,0.4,0.2,,
"Qatar","Asia","Western Asia","Homicide Total Count",4,4,6,4,5,,,,2,3,1,5,,,5,6,5,9,12,8,4,4,7,9,9,,,
"Qatar","Asia","Western Asia","Homicide Rate",0.8,0.8,1.2,0.8,1,,,,0.4,0.5,0.2,0.8,,,0.7,0.7,0.5,0.8,0.9,0.5,0.2,0.2,0.3,0.4,0.4,,,
"Qatar","Asia","Western Asia","Male Homicide Count",,,,,,,,,,,,4,,,4,2,4,6,11,6,4,4,6,8,7,,,
"Qatar","Asia","Western Asia","Female Homicide Count",,,,,,,,,,,,1,,,1,4,1,3,1,2,0,0,1,1,2,,,
"Qatar","Asia","Western Asia","Male Homicide Rate",,,,,,,,,,,,1,,,0.8,0.3,0.6,0.7,1.1,0.5,0.3,0.3,0.4,0.5,0.4,,,
"Qatar","Asia","Western Asia","Female Homicide Rate",,,,,,,,,,,,0.5,,,0.4,1.4,0.3,0.9,0.3,0.5,0,0,0.2,0.2,0.3,,,
"Qatar","Asia","Western Asia","Male 0-14 Count",,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,0,1,,,
"Qatar","Asia","Western Asia","Male 15-29 Count",,,,,,,,,,,,,,,,0,3,3,4,1,0,2,1,4,0,,,
"Qatar","Asia","Western Asia","Male 30-44 Count",,,,,,,,,,,,,,,,2,1,3,3,3,3,2,3,2,2,,,
"Qatar","Asia","Western Asia","Male 45-59 Count",,,,,,,,,,,,,,,,0,0,0,2,0,1,0,1,1,4,,,
"Qatar","Asia","Western Asia","Male 60 or more Count",,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,1,0,,,
"Qatar","Asia","Western Asia","Female 0-14 Count",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,,,
"Qatar","Asia","Western Asia","Female 15-29 Count",,,,,,,,,,,,,,,,3,1,2,1,0,0,0,0,0,1,,,
"Qatar","Asia","Western Asia","Female 30-44 Count",,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,1,,,
"Qatar","Asia","Western Asia","Female 45-59 Count",,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,,,
"Qatar","Asia","Western Asia","Female 60 or more Count",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,,,
"Qatar","Asia","Western Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,0,0,0,1,0.9,0,0,0.7,0,0.6,,,
"Qatar","Asia","Western Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,0,1.4,1,1.1,0.2,0,0.4,0.2,0.7,0,,,
"Qatar","Asia","Western Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,0.9,0.4,0.9,0.7,0.6,0.5,0.3,0.5,0.3,0.3,,,
"Qatar","Asia","Western Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,0,0,0,1.4,0,0.5,0,0.4,0.4,1.6,,,
"Qatar","Asia","Western Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,0,0,0,5.1,4.7,0,0,0,3,0,,,
"Qatar","Asia","Western Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.7,0,,,
"Qatar","Asia","Western Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,4,1.1,2,0.9,0,0,0,0,0,0.6,,,
"Qatar","Asia","Western Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,1.2,0,1.1,0,0.9,0,0,0,0,0.5,,,
"Qatar","Asia","Western Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,0,0,0,0,2.3,0,0,0,0,0,,,
"Qatar","Asia","Western Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,0,0,,,
"Qatar","Asia","Western Asia","Homicide by Firearms",,,,,,,,,,,,,,,,2,0,2,0,0,0,1,0,4,1,,,
"Qatar","Asia","Western Asia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,3,1,4,8,6,4,3,6,5,7,,,
"Qatar","Asia","Western Asia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,1,2,0,0,2,0,0,1,0,1,,,
"Qatar","Asia","Western Asia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,0,2,3,4,0,0,0,0,0,0,,,
"Qatar","Asia","Western Asia","Firearms Rate",,,,,,,,,,,,,,,,0.2,0,0.2,0,0,0,0.1,0,0.2,0,,,
"Qatar","Asia","Western Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,0.3,0.1,0.3,0.6,0.4,0.2,0.2,0.3,0.2,0.3,,,
"Qatar","Asia","Western Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,0.1,0.2,0,0,0.1,0,0,0,0,0,,,
"Qatar","Asia","Western Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0,0.2,0.3,0.3,0,0,0,0,0,0,,,
"Qatar","Asia","Western Asia","Male Homicide by Firearms",,,,,,,,,,,,,,,,1,,2,,,,1,,3,1,,,
"Qatar","Asia","Western Asia","Female Homicide by Firearms",,,,,,,,,,,,,,,,1,,0,,,,0,,1,0,,,
"Qatar","Asia","Western Asia","Male Homicide by Sharp Objects",,,,,,,,,,,,,,,,1,1,4,7,4,4,3,5,5,5,,,
"Qatar","Asia","Western Asia","Female Homicide by Sharp Objects",,,,,,,,,,,,,,,,2,0,0,1,2,0,0,1,0,2,,,
"Qatar","Asia","Western Asia","Male Homicide by Other Mechanisms",,,,,,,,,,,,,,,,0,1,,,2,,,1,,1,,,
"Qatar","Asia","Western Asia","Female Homicide by Other Mechanisms",,,,,,,,,,,,,,,,1,1,,,0,,,0,,0,,,
"Qatar","Asia","Western Asia","Male Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,2,0,4,,,,,,,,,
"Qatar","Asia","Western Asia","Female Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,0,3,0,,,,,,,,,
"Qatar","Asia","Western Asia","Male Homicide Rate by Firearms",,,,,,,,,,,,,,,,0.2,,0.2,,,,0.1,,0.2,0.1,,,
"Qatar","Asia","Western Asia","Female Homicide Rate by Firearms",,,,,,,,,,,,,,,,0.4,,0,,,,0,,0.2,0,,,
"Qatar","Asia","Western Asia","Male Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,0.2,0.1,0.5,0.7,0.3,0.3,0.2,0.3,0.3,0.3,,,
"Qatar","Asia","Western Asia","Female Homicide Rate by Sharp Objects",,,,,,,,,,,,,,,,0.7,0,0,0.3,0.5,0,0,0.2,0,0.3,,,
"Qatar","Asia","Western Asia","Male Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0,0.1,,,0.2,,,0.1,,0.1,,,
"Qatar","Asia","Western Asia","Female Homicide Rate by Other Mechanisms",,,,,,,,,,,,,,,,0.4,0.3,,,0,,,0,,0,,,
"Qatar","Asia","Western Asia","Male Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,0.3,0,0.4,,,,,,,,,
"Qatar","Asia","Western Asia","Female Homicide Rate by Unknown Mechanisms",,,,,,,,,,,,,,,,,0,0.9,0,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Homicide Total Count",208,217,240,306,224,228,246,277,378,385,370,407,371,387,420,411,416,430,430,532,485,403,435,352,377,375,361,301
"Republic of Korea","Asia","Eastern Asia","Homicide Rate",0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.8,0.8,0.8,0.9,0.8,0.8,0.9,0.8,0.9,0.9,0.9,1.1,1,0.8,0.9,0.7,0.7,0.7,0.7,0.6
"Republic of Korea","Asia","Eastern Asia","Male Homicide Count",,,,,,,,,,,,,,,,,,,,,,186,216,170,184,177,165,147
"Republic of Korea","Asia","Eastern Asia","Female Homicide Count",,,,,,,,,,,,,,,,,,,,,,217,219,182,193,198,196,153
"Republic of Korea","Asia","Eastern Asia","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,0.7,0.9,0.7,0.7,0.7,0.6,0.6
"Republic of Korea","Asia","Eastern Asia","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.7,0.8,0.8,0.8,0.6
"Republic of Korea","Asia","Eastern Asia","Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Republic of Korea","Asia","Eastern Asia","Homicide by Firearms",,,,,,,,,,,,,,,,,,,,,,13,2,5,9,11,,
"Republic of Korea","Asia","Eastern Asia","Homicide by Sharp Objects",,,,,,,,,,,,,,,,,,,,,,138,129,98,108,102,,
"Republic of Korea","Asia","Eastern Asia","Homicide by Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,276,280,240,256,252,,
"Republic of Korea","Asia","Eastern Asia","Homicide by Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
"Republic of Korea","Asia","Eastern Asia","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
"Republic of Korea","Asia","Eastern Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.2,0.2,,
"Republic of Korea","Asia","Eastern Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.5,0.5,0.5,,
"Republic of Korea","Asia","Eastern Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
