"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"The former Yugoslav Republic of Macedonia","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,0,1,,,
"The former Yugoslav Republic of Macedonia","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,0,1,,,
"The former Yugoslav Republic of Macedonia","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,24,,,
"The former Yugoslav Republic of Macedonia","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,1,,,
"The former Yugoslav Republic of Macedonia","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"The former Yugoslav Republic of Macedonia","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"The former Yugoslav Republic of Macedonia","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"The former Yugoslav Republic of Macedonia","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,17,24,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,1,1,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,0,0,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,0,0,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,0,0,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,0,0,,,
"The former Yugoslav Republic of Macedonia","Europe","Persons Convicted for Intentional Homicide",,,39,42,47,33,54,34,39,38,33,40,,,
"The former Yugoslav Republic of Macedonia","Europe","Male Convicted for Intentional Homicide",,,,37,46,32,52,32,37,36,31,39,,,
"The former Yugoslav Republic of Macedonia","Europe","Female Convicted for Intentional Homicide",,,,5,1,1,2,2,2,2,2,1,,,
"The former Yugoslav Republic of Macedonia","Europe","Rate: Convicted",,,1.9,2,2.3,1.6,2.6,1.6,1.9,1.8,1.6,1.9,,,
"The former Yugoslav Republic of Macedonia","Europe","Rate: Male Convicted",,,,3.6,4.5,3.1,5,3.1,3.6,3.5,3,3.8,,,
"The former Yugoslav Republic of Macedonia","Europe","Rate: Female Convicted",,,,0.5,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact",,86,136,122,104,112,196,155,113,85,82,104,77,,
"Trinidad and Tobago","Americas","Male Brought into Formal Contact",,84,129,112,101,107,196,150,109,77,80,100,74,,
"Trinidad and Tobago","Americas","Female Brought into Formal Contact",,2,7,10,3,5,0,5,4,8,2,4,3,,
"Trinidad and Tobago","Americas","Rate: Persons Brought into Formal Contact",,6.7,10.5,9.4,7.9,8.5,14.8,11.7,8.5,6.3,6.1,7.7,5.7,,
"Trinidad and Tobago","Americas","Rate: Male Brought into Formal Contact",,13.1,20.1,17.3,15.6,16.4,30,22.8,16.5,11.6,12,15,11,,
"Trinidad and Tobago","Americas","Rate: Female Brought into Formal Contact",,12.9,19.7,17,15.3,16.1,29.4,22.4,16.2,11.4,11.7,14.6,10.7,,
"Trinidad and Tobago","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,0,,
"Trinidad and Tobago","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,2,8,5,2,,
"Trinidad and Tobago","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,23,18,36,28,,
"Trinidad and Tobago","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,22,19,18,16,,
"Trinidad and Tobago","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,20,21,29,21,,
"Trinidad and Tobago","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,8,10,6,5,,
"Trinidad and Tobago","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,2,4,6,0,,
"Trinidad and Tobago","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,0,,
"Trinidad and Tobago","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,1,0,1,0,,
"Trinidad and Tobago","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,0,1,0,0,,
"Trinidad and Tobago","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,2,0,1,1,,
"Trinidad and Tobago","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,3,0,1,2,,
"Trinidad and Tobago","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,2,1,1,0,,
"Trinidad and Tobago","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,0,0,0,0,,
"Trinidad and Tobago","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,84,82,104,77,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,1,0,0,0,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,0,0,0,0,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,0,0,0,0,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,0,0,0,0,,
"Trinidad and Tobago","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,0,0,0,0,,
"Trinidad and Tobago","Americas","Persons Convicted for Intentional Homicide",,,,,,,10,4,5,8,13,9,20,,
"Trinidad and Tobago","Americas","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Rate: Convicted",,,,,,,0.8,0.3,0.4,0.6,1,0.7,1.5,,
"Trinidad and Tobago","Americas","Rate: Male Convicted",,,,,,,,,,,,,,,
"Trinidad and Tobago","Americas","Rate: Female Convicted",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact",4457,5370,5430,5806,4708,5017,4785,3748,3746,4039,10542,11086,11122,10142,
"Turkey","Asia","Male Brought into Formal Contact",,,,,4435,4685,4485,3461,3479,3779,9987,10575,10640,9607,
"Turkey","Asia","Female Brought into Formal Contact",,,,,273,332,300,287,267,260,555,511,482,535,
"Turkey","Asia","Rate: Persons Brought into Formal Contact",6.7,8,8,8.4,6.8,7.1,6.7,5.2,5.1,5.4,13.9,14.4,14.2,12.8,
"Turkey","Asia","Rate: Male Brought into Formal Contact",,,,,13,13.5,12.8,9.7,9.6,10.3,26.8,27.9,27.6,24.6,
"Turkey","Asia","Rate: Female Brought into Formal Contact",,,,,12.5,13.1,12.4,9.4,9.3,10,25.9,27,26.8,23.8,
"Turkey","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,75,54,46,42,
"Turkey","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,522,484,554,462,
"Turkey","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,2214,2309,2399,2190,
"Turkey","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,1714,1793,1752,1645,
"Turkey","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,3602,3990,3935,3517,
"Turkey","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,1524,1580,1554,1397,
"Turkey","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,411,420,448,394,
"Turkey","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,5,5,3,2,
"Turkey","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,28,26,29,22,
"Turkey","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,106,104,96,108,
"Turkey","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,78,56,74,78,
"Turkey","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,204,215,172,201,
"Turkey","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,112,80,82,100,
"Turkey","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,27,31,30,27,
"Turkey","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,10440,10882,10874,9829,
"Turkey","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,102,204,248,313,
"Turkey","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,9891,10389,10401,9319,
"Turkey","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,549,493,473,510,
"Turkey","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,96,186,239,288,
"Turkey","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,6,18,9,25,
"Turkey","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Turkey","Asia","Persons Convicted for Intentional Homicide",9056,9274,12676,14010,11389,,14992,15871,15215,17802,20905,14478,,,
"Turkey","Asia","Male Convicted for Intentional Homicide",,,,13440,10864,,14512,15390,14819,17279,20316,14020,,,
"Turkey","Asia","Female Convicted for Intentional Homicide",,,,570,525,,480,481,396,523,589,458,,,
"Turkey","Asia","Rate: Convicted",13.7,13.8,18.7,20.4,16.4,,21,21.9,20.7,23.9,27.6,18.8,,,
"Turkey","Asia","Rate: Male Convicted",,,,39.7,31.7,,41.4,43.3,41.1,47.1,54.5,37,,,
"Turkey","Asia","Rate: Female Convicted",,,,1.6,1.5,,1.3,1.3,1.1,1.4,1.5,1.2,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact",,,158,154,,,,,,,,,,,
"Turkmenistan","Asia","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Persons Brought into Formal Contact",,,3.3,3.2,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Persons Convicted for Intentional Homicide",,,305,222,,,,,,,,,,,
"Turkmenistan","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Convicted",,,6.4,4.6,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Turkmenistan","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact",1096,1055,,1239,1223,1218,1281,1281,1414,1466,1569,2398,,,
"Uganda","Africa","Male Brought into Formal Contact",,,,1220,1101,1082,1148,1124,1246,1275,1356,1666,,,
"Uganda","Africa","Female Brought into Formal Contact",,,,19,122,136,133,157,168,191,213,732,,,
"Uganda","Africa","Rate: Persons Brought into Formal Contact",4.1,3.8,,4.2,4,3.8,3.9,3.8,4,4,4.2,6.2,,,
"Uganda","Africa","Rate: Male Brought into Formal Contact",,,,8.3,7.3,6.9,7.1,6.7,7.1,7.1,7.3,8.6,,,
"Uganda","Africa","Rate: Female Brought into Formal Contact",,,,8.2,7.1,6.8,7,6.6,7.1,7,7.2,8.5,,,
"Uganda","Africa","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Uganda","Africa","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uganda","Africa","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uganda","Africa","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Uganda","Africa","Rate: Convicted",,,,,,,,,,,,,,,
"Uganda","Africa","Rate: Male Convicted",,,,,,,,,,,,,,,
"Uganda","Africa","Rate: Female Convicted",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact",2916,2967,2636,2661,,,,,,,,,,,
"Ukraine","Europe","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Rate: Persons Brought into Formal Contact",6.1,6.3,5.6,5.7,,,,,,,,,,,
"Ukraine","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Ukraine","Europe","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Ukraine","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Ukraine","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Ukraine","Europe","Rate: Convicted",,,,,,,,,,,,,,,
"Ukraine","Europe","Rate: Male Convicted",,,,,,,,,,,,,,,
"Ukraine","Europe","Rate: Female Convicted",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact",,,,,,,,,,84,,,,,
"United Arab Emirates","Asia","Male Brought into Formal Contact",,,,,,,,,,78,,,,,
"United Arab Emirates","Asia","Female Brought into Formal Contact",,,,,,,,,,6,,,,,
"United Arab Emirates","Asia","Rate: Persons Brought into Formal Contact",,,,,,,,,,0.9,,,,,
"United Arab Emirates","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,1.2,,,,,
"United Arab Emirates","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,3.4,,,,,
"United Arab Emirates","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Rate: Convicted",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"United Arab Emirates","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Persons Brought into Formal Contact",,,693,687,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Persons Brought into Formal Contact",,,1.3,1.3,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"United Kingdom (England and Wales)","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
