"Level","UNODC_Name","Region","Subregion","Variable","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Country","State of Palestine","Asia","Western Asia","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,23.2236980410893,19.8679877715415,15.4580249199548,12.9620640229336,11.8818920210225,6.4,9.39130434782609,8,7.5887243191591,11.066889632107,14.2288580984233,10.4344959388438,11.807805020928
"Country","State of Palestine","Asia","Western Asia","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,13.4800445930881,11.5322443764751,8.97251010038897,7.523745819398,6.89676700111483,7.46666666666667,1.04347826086957,2,2.15308170090779,3.13991081382386,4.0370281892021,2.96048733874821,3.35012419073676
"Country","Sudan","Africa","Northern Africa","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Total Population",20147590,20893625,21701476,22535937,23347885,24102986,24786190,25410451,26003542,26607042,27250535,27945005,28679565,29435944,30186341,30911914,31607064,32282526,32955496,33650619,34385963,35167314,35990192,36849918,37737913,38647803,39626481.2,40533000
"Country","Sudan","Africa","Northern Africa","Male Population",10103186,10477934,10883609,11302520,11709956,12088656,12430818,12742914,13039336,13341600,13664865,14015336,14387096,14768798,15143536,15499995,15834206,16152855,16468131,16797395,17153255,17539922,17953940,18390842,18843068,19304999,19793859.4320489,20257000
"Country","Sudan","Africa","Northern Africa","Female Population",10044406,10415696,10817862,11233421,11637931,12014328,12355374,12667538,12964206,13265444,13585671,13929665,14292472,14667142,15042801,15411916,15772856,16129673,16487370,16853222,17232706,17627389,18036251,18459074,18894841,19342802,19832619.7173051,20276000
"Country","Sudan","Africa","Northern Africa","Males 0 to 14",4639886,4784034,4942118,5104667,5257322,5389929,5542423,5673444,5792205,5913438,6046674,6195540,6355333,6518542,6672714,6809916,6964072,7103553,7234018,7364989,7502847,7628050,7756466,7886574,8015753,8142739,8348937.55538981,8544287.61809313
"Country","Sudan","Africa","Northern Africa","Males 15 to 29",2764886,2878164,2997723,3118994,3236395,3346391,3435695,3520305,3602631,3685747,3772436,3860543,3951791,4044850,4138420,4231656,4285439,4344702,4414159,4497907,4598744,4729795,4872251,5025321,5187630,5357441,5493107.4624503,5621636.25789362
"Country","Sudan","Africa","Northern Africa","Males 30 to 44",1479482,1546927,1619796,1696003,1772779,1847922,1902863,1955249,2006702,2059437,2115149,2178425,2245906,2316119,2387179,2457488,2522216,2580027,2631192,2677060,2719018,2777794,2842257,2911599,2984409,3059683,3137163.34347543,3210567.3007805
"Country","Sudan","Africa","Northern Africa","Males 45 to 59",784059,816375,852367,890926,930694,970705,999935,1028899,1058229,1088746,1121046,1153225,1187739,1223806,1260497,1297100,1335667,1374861,1415616,1459522,1507965,1552518,1602092,1655571,1711281,1767936,1812705.43805047,1855119.47200827
"Country","Sudan","Africa","Northern Africa","Males 60 or more",434873,452434,471605,491930,512766,533709,549902,565017,579569,594232,609560,627603,646327,665481,684726,703835,726812,749712,773146,797917,824681,851765,880874,911777,943995,977200,1001945.63268292,1025389.35122452
"Country","Sudan","Africa","Northern Africa","Females 0 to 14",4530682,4669941,4823209,4981204,5129828,5259097,5406150,5532726,5647333,5763711,5890916,6031656,6181958,6336451,6485625,6623366,6767576,6902458,7030900,7157797,7285955,7411800,7534646,7655034,7773563,7891319,8091150.84748033,8272037.52817197
"Country","Sudan","Africa","Northern Africa","Females 15 to 29",2723383,2834565,2951743,3070460,3185225,3292536,3380882,3464481,3545551,3626917,3711176,3796784,3884746,3974839,4067205,4161906,4241935,4324872,4412223,4505307,4605605,4722002,4846671,4980239,5123372,5275835,5409434.95395591,5530368.89174588
"Country","Sudan","Africa","Northern Africa","Females 30 to 44",1488509,1556166,1629109,1705278,1781922,1856897,1913729,1967917,2020902,2074713,2130962,2194814,2262258,2332437,2404413,2477233,2548544,2619713,2690633,2761406,2832333,2906836,2984687,3064887,3145934,3226855,3308568.6395324,3382535.37310675
"Country","Sudan","Africa","Northern Africa","Females 45 to 59",813846,847261,884286,923726,964212,1004866,1035522,1066136,1097296,1129741,1164042,1198038,1234359,1272583,1312285,1353100,1393872,1436431,1481060,1528240,1578463,1626049,1677237,1731649,1788705,1847929,1894724.10055068,1937082.76618868
"Country","Sudan","Africa","Northern Africa","Females 60 or more",487986,507763,529515,552753,576744,600932,619091,636278,653124,670362,688575,708373,729151,750832,773273,796311,820929,846199,872554,900472,930350,960702,993010,1027265,1063267,1100864,1128741.17578577,1153975.44078671
"Country","Sudan","Africa","Northern Africa","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated Homicide Count",975.522272334566,1011.64439703738,1050.75957871557,1091.16318484884,1130.47673837944,1167.03782798678,1200.11775062508,1230.34372352059,1259.06048220096,1288.28123224372,1319.43839563604,1353.06380455433,1388.63032344647,1425.2532922892,1461.58661982828,1496.71799890164,1530.37633260872,1511,1702,1683.61136898959,1720.40217864805,1759.49481545129,1800.66513556016,1843.67903874619,1888.10729956379,1933.63101336323,1982.59634574247,2027.95139130294
"Country","Sudan","Africa","Northern Africa","Lower range - Estimated homicide count",152.934982688945,204.439019843015,259.957172391646,319.397349797899,382.130713410144,447.371813050231,514.434117145485,583.141674714132,653.804813085413,727.355011684059,804.73442713825,886.554763275114,972.782277961611,1063.02102518311,1156.34964480359,1251.96564170355,1349.46657280352,1400.8493697479,1577.9256302521,1484.58729766851,1439.07163484364,1392.04285074797,1343.02085725422,1291.55921836005,1237.12607961909,1179.33467070701,1119.36070489109,1053.07441467732
"Country","Sudan","Africa","Northern Africa","Upper range - Estimated homicide count",1916.28811167808,1934.1952085022,1953.87941620256,1971.78951011927,1983.54948965305,1986.50112752755,1979.87527130729,1965.22142415874,1945.0659870949,1922.65092692868,1899.9596096924,1877.42533799471,1853.9560337635,1828.11160853518,1798.06987761579,1762.80191144533,1722.19172308803,1621.1506302521,1826.0743697479,1894.63304076861,2026.25227410978,2164.5618429757,2309.63636794331,2461.49016083944,2619.81768570138,2784.38223231162,2958.85758983567,3132.89101712551
"Country","Sudan","Africa","Northern Africa","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated victims by firearm",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sudan","Africa","Northern Africa","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Total Population",407472,415216,422763,430039,437037,443724,450036,455954,461560,467003,472390,477740,483044,488332,493630,498946,504307,509705,515148,520619,526103,531589,537077,542540,547928,553208,558115,563000
"Country","Suriname","Americas","South America","Male Population",206947,210850,214667,218359,221855,225118,228106,230830,233365,235830,238329,240873,243449,246060,248680,251306,253925,256570,259214,261879,264557,267235,269927,272593,275224,277794,280258.055396885,283000
"Country","Suriname","Americas","South America","Female Population",200521,204367,208092,211690,215181,218600,221920,225124,228202,231174,234066,236872,239588,242271,244943,247646,250370,253141,255931,258735,261538,264346,267153,269949,272708,275410,277852.909122789,281000
"Country","Suriname","Americas","South America","Males 0 to 14",70926,72091,73619,75319,76837,77968,78439,78669,78698,78622,78503,78830,78979,79046,79102,79167,78993,78819,78622,78381,78107,77911,77710,77509,77316,77131,77815.1582496999,78576.4739339222
"Country","Suriname","Americas","South America","Males 15 to 29",64012,64067,63606,62840,62123,61659,61668,61864,62201,62574,62912,63015,63172,63388,63723,64231,64949,65846,66855,67883,68848,69738,70552,71274,71906,72448,73090.6196584287,73805.7121464107
"Country","Suriname","Americas","South America","Males 30 to 44",36121,38075,40157,42275,44309,46186,47890,49362,50662,51884,53105,54186,55301,56331,57083,57466,57639,57451,57057,56704,56540,56526,56709,57014,57328,57587,58097.801378505,58666.2094933656
"Country","Suriname","Americas","South America","Males 45 to 59",22006,22263,22483,22701,22961,23298,23584,23925,24334,24859,25543,26367,27349,28485,29775,31220,32777,34500,36315,38111,39817,41315,42692,43981,45253,46534,46946.7603686136,47406.070685472
"Country","Suriname","Americas","South America","Males 60 or more",13882,14354,14802,15224,15625,16007,16525,17010,17470,17891,18266,18475,18648,18810,18997,19222,19567,19954,20365,20800,21245,21745,22264,22815,23421,24094,24307.7157416379,24545.5337408296
"Country","Suriname","Americas","South America","Females 0 to 14",67014,68082,69430,70904,72252,73328,73922,74269,74398,74407,74371,74494,74606,74707,74757,74724,74491,74153,73735,73304,72907,72633,72408,72227,72071,71910,72547.8475546268,73369.5581133583
"Country","Suriname","Americas","South America","Females 15 to 29",59530,59599,59223,58602,58065,57801,58200,58865,59728,60599,61314,61542,61598,61582,61686,62046,62680,63578,64632,65637,66470,67173,67696,68081,68399,68710,69319.4632940955,70104.6076758288
"Country","Suriname","Americas","South America","Females 30 to 44",35341,37124,39009,40906,42705,44345,45847,47122,48204,49233,50347,51523,52785,54004,54940,55468,55777,55678,55362,55123,55143,55405,55936,56606,57202,57589,58099.8191186678,58757.884608402
"Country","Suriname","Americas","South America","Females 45 to 59",22826,23141,23400,23638,23922,24283,24769,25359,26038,26778,27566,28271,29011,29846,30864,32104,33521,35195,36998,38755,40347,41707,42879,43947,45063,46309,46719.764600295,47248.9343161106
"Country","Suriname","Americas","South America","Females 60 or more",15810,16421,17030,17640,18237,18843,19182,19509,19834,20157,20468,21042,21588,22132,22696,23304,23901,24537,25204,25916,26671,27428,28234,29088,29973,30892,31166.014555104,31519.0152863004
"Country","Suriname","Americas","South America","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Estimated Homicide Count",58.0868661650352,59.1908062924109,60.2666632321454,61.3038879695919,62.3014826249864,63.2547429080135,64.1545453465459,64.9981814097961,65.7973405464268,66.5732633399839,68,79,57,60,46,69,62,45,43,47.2421725862601,43.5069244773421,37.3197355412854,33.0727240478971,29,32,34,41,37.7402168934892
"Country","Suriname","Americas","South America","Lower range - Estimated homicide count",27.2591515181752,30.4328441317568,33.689895794155,37.0201562628379,40.4177783940005,43.8741651558841,47.3766118118701,50.915801396633,54.4938553806311,58.1233318920961,62.419840250355,72.5171673496772,52.3225131510329,55.0763296326662,42.2251860517108,63.3377790775662,56.9122072870884,41.3072472244997,39.4713695700774,41.2458746766242,36.0327641031545,30.9084874030011,28.8749089344565,26.620225989122,29.3740424707553,31.2099201251775,37.6354919156553,32.9499718374553
"Country","Suriname","Americas","South America","Upper range - Estimated homicide count",93.5741491892793,92.2220795248577,90.7109712244376,89.0299599790154,87.1837788352202,85.1723812663764,82.9909992352922,80.6447539367578,78.1564419902811,75.5572271657881,73.580159749645,85.4828326503228,61.6774868489671,64.9236703673338,49.7748139482892,74.6622209224339,67.0877927129116,48.6927527755003,46.5286304299226,53.6174341894036,51.6790859759694,44.3297209537978,37.5358394422818,31.379774010878,34.6259575292447,36.7900798748225,44.3645080843448,42.833203572204
"Country","Suriname","Americas","South America","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Estimated male victims",41.1575620266856,41.9397609516047,42.7020614792861,43.4369890848791,44.1438367187355,44.8192711468004,45.4568279151487,46.0545878890216,46.6208336500103,47.1706152549089,48.1815322910169,55.9756036910344,40.3874608909995,42.5131167273679,32.593389490982,48.8900842364731,43.9302206182801,30.4054054054054,33,35.3775825890623,33.5444927591752,29.8668597063904,27.0402406717351,26,26,23,25,25.4329660872239
"Country","Suriname","Americas","South America","Estimated female victims",16.9293041383496,17.2510453408061,17.5646017528593,17.8668988847128,18.1576459062509,18.4354717612131,18.6977174313972,18.9435935207745,19.1765068964165,19.402648085075,19.8184677089831,23.0243963089656,16.6125391090005,17.4868832726321,13.406610509018,20.109915763527,18.0697793817199,14.5945945945946,10,11.8645899971977,9.96243171816686,7.45287583489505,6.03248337616199,3,6,11,16,12.3072508062653
"Country","Suriname","Americas","South America","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Estimated male victims aged 0 to 14",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Country","Suriname","Americas","South America","Estimated male victims aged 15 to 29",,,,,,,,,,,,,,,,15.6448269556714,14.0576705978496,9.72972972972973,10.56,11.3208264284999,10.7342376829361,9.55739510604493,8.65287701495522,8.32,8.32,7.36,8,8.13854914791166
"Country","Suriname","Americas","South America","Estimated male victims aged 30 to 44",,,,,,,,,,,,,,,,15.6448269556714,14.0576705978496,9.72972972972973,10.56,11.3208264284999,10.7342376829361,9.55739510604493,8.65287701495522,8.32,8.32,7.36,8,8.13854914791166
"Country","Suriname","Americas","South America","Estimated male victims aged 45 to 59",,,,,,,,,,,,,,,,9.77801684729461,8.78604412365603,6.08108108108108,6.6,7.07551651781247,6.70889855183504,5.97337194127808,5.40804813434701,5.2,5.2,4.6,5,5.08659321744479
"Country","Suriname","Americas","South America","Estimated male victims aged 60 or more",,,,,,,,,,,,,,,,7.82241347783569,7.02883529892482,4.86486486486486,5.28,5.66041321424997,5.36711884146803,4.77869755302246,4.32643850747761,4.16,4.16,3.68,4,4.06927457395583
"Country","Suriname","Americas","South America","Estimated female victims aged 0 to 14",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Country","Suriname","Americas","South America","Estimated female victims aged 15 to 29",,,,,,,,,,,,,,,,3.35165262725449,3.01162989695331,2.43243243243243,1.66666666666667,1.97743166619962,1.66040528636114,1.24214597248251,1.005413896027,0.5,1,1.83333333333333,2.66666666666667,2.05120846771088
"Country","Suriname","Americas","South America","Estimated female victims aged 30 to 44",,,,,,,,,,,,,,,,5.02747894088174,4.51744484542997,3.64864864864865,2.5,2.96614749929943,2.49060792954171,1.86321895872376,1.5081208440405,0.75,1.5,2.75,4,3.07681270156632
"Country","Suriname","Americas","South America","Estimated female victims aged 45 to 59",,,,,,,,,,,,,,,,1.67582631362725,1.50581494847666,1.21621621621622,0.833333333333333,0.988715833099811,0.830202643180572,0.621072986241254,0.502706948013499,0.25,0.5,0.916666666666667,1.33333333333333,1.02560423385544
"Country","Suriname","Americas","South America","Estimated female victims aged 60 or more",,,,,,,,,,,,,,,,10.0549578817635,9.03488969085993,7.2972972972973,5,5.93229499859886,4.98121585908343,3.72643791744753,3.016241688081,1.5,3,5.5,8,6.15362540313264
"Country","Suriname","Americas","South America","ESTIMATES - VICTIMS BY MECHANISM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with actual data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Number of countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Suriname","Americas","South America","Estimated victims by firearm",,,,,,,,,,,,,,,,17.25,15.5,11.25,10.75,11.810543146565,10.8767311193355,9.32993388532136,8.26818101197427,7.25,8,8.5,10.25,9.4350542233723
"Country","Suriname","Americas","South America","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,27.6,24.8,18,17.2,18.896869034504,17.4027697909368,14.9278942165142,13.2290896191588,11.6,12.8,13.6,16.4,15.0960867573957
"Country","Suriname","Americas","South America","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,24.15,21.7,15.75,15.05,16.534760405191,15.2274235670697,13.0619074394499,11.575453416764,10.15,11.2,11.9,14.35,13.2090759127212
"Country","Suriname","Americas","South America","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Country","Sweden","Europe","Northern Europe","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Total Population",8567384,8625137,8686738,8746776,8798234,8836420,8859191,8868853,8870848,8873100,8881640,8897793,8920694,8951422,8990639,9038623,9096264,9163243,9236890,9313478,9390168,9465892,9540907,9615247,9689376,9763565,9835187.6,9911000
"Country","Sweden","Europe","Northern Europe","Male Population",4232154,4261089,4291743,4321510,4347060,4366163,4377775,4383033,4384684,4386742,4392262,4401899,4415223,4432816,4455054,4482090,4514399,4551748,4592647,4634985,4677170,4718604,4759424,4799717,4839842,4880005,4915803.26079029,4960000
"Country","Sweden","Europe","Northern Europe","Female Population",4335221,4364051,4394992,4425260,4451175,4470258,4481405,4485824,4486170,4486363,4489380,4495898,4505468,4518604,4535582,4556537,4581871,4611492,4644238,4678492,4712987,4747289,4781487,4815522,4849535,4883557,4919381.3172026,4951000
"Country","Sweden","Europe","Northern Europe","Males 0 to 14",787823,801763,816619,831747,845089,854413,859514,857884,851580,844560,839457,825533,819437,817297,813739,806929,809315,804973,797705,793703,796094,803227,815193,831569,849690,867401,873763.994957539,881619.785225631
"Country","Sweden","Europe","Northern Europe","Males 15 to 29",911409,909155,904893,898430,890043,880255,868043,855655,844005,834140,826827,826667,827509,830468,836874,846946,863195,884696,908657,930318,946229,957866,963846,964755,962815,959680,966719.926171229,975411.459619406
"Country","Sweden","Europe","Northern Europe","Males 30 to 44",932973,928242,924155,921059,919777,920952,921758,925480,931154,936972,941847,948155,952369,955181,957577,959873,958009,957353,957408,957280,956646,953998,950747,947657,946202,947453,954403.232547005,962984.029729479
"Country","Sweden","Europe","Northern Europe","Males 45 to 59",743656,765823,790449,815652,839128,859459,876133,890161,901398,909690,915117,918352,917599,914705,912124,911088,905229,901190,898747,898265,900627,905904,915569,928252,941550,953666,960661.809261433,969298.875718366
"Country","Sweden","Europe","Northern Europe","Males 60 or more",856293,856106,855627,854622,853023,851084,852327,853853,856547,861380,869014,883192,898309,915165,934740,957254,978651,1003536,1030130,1055419,1077574,1097609,1114069,1127484,1139585,1151805,1160254.29785309,1170685.84970712
"Country","Sweden","Europe","Northern Europe","Females 0 to 14",747871,760874,774782,789061,801708,810493,815595,814171,808265,801644,796747,783773,778278,776488,773088,766205,768337,763667,756142,751935,754025,759810,770850,786676,804340,821405,827430.582023882,832748.784338956
"Country","Sweden","Europe","Northern Europe","Females 15 to 29",864911,864231,861713,856989,850143,841577,831071,820087,809420,800068,792795,792710,793380,795800,801253,810024,824406,843766,865415,884939,899244,910978,917078,917823,915260,911099,917782.550448776,923681.478274954
"Country","Sweden","Europe","Northern Europe","Females 30 to 44",894260,889921,885661,881988,879948,880311,881365,885155,890754,896456,901204,908236,913417,917248,920474,923285,922769,922943,923293,922988,921723,919189,915975,912826,911223,912215,918906.737091831,924812.890481262
"Country","Sweden","Europe","Northern Europe","Females 45 to 59",730093,750092,772951,796730,818959,838080,854422,868200,879315,887684,893394,897758,898382,896772,894916,893784,888516,884229,880944,879391,880663,885203,893989,905771,918243,929600,936419.268265229,942437.981168234
"Country","Sweden","Europe","Northern Europe","Females 60 or more",1098086,1098933,1099885,1100492,1100417,1099797,1098952,1098211,1098416,1100511,1105240,1113421,1122011,1132296,1145851,1163239,1177843,1196887,1218444,1239239,1257332,1272109,1283595,1292426,1300469,1309238,1318842.17937288,1327318.86573659
"Country","Sweden","Europe","Northern Europe","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with actual data (sample)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with estimated data (covered)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Proportion of polulation in countries with estimated data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Estimated Homicide Count",95,115,114,108,100,87,99,87,92,101,96,87,101,85,107,83,91,111,82,93,91,81,68,87,87,112,106,113
"Country","Sweden","Europe","Northern Europe","Lower range - Estimated homicide count",88.5124190713228,107.146612560022,106.214902885587,100.624644838978,93.1709674434977,81.058741675843,92.2392577690627,81.058741675843,85.7172900480179,94.1026771179327,89.4441287457578,81.058741675843,94.1026771179327,79.1953223269731,99.6929351645425,77.3319029781031,84.7855803735829,103.419773862282,76.4001933036681,86.6489997224529,84.7855803735829,75.4684836292331,63.3562578615784,81.058741675843,81.058741675843,104.351483536717,98.7612254901076,105.283193211152
"Country","Sweden","Europe","Northern Europe","Upper range - Estimated homicide count",101.487580928677,122.853387439978,121.785097114413,115.375355161022,106.829032556502,92.941258324157,105.760742230937,92.941258324157,98.2827099519821,107.897322882067,102.555871254242,92.941258324157,107.897322882067,90.804677673027,114.307064835457,88.6680970218969,97.2144196264171,118.580226137718,87.5998066963319,99.3510002775471,97.2144196264171,86.5315163707669,72.6437421384216,92.941258324157,92.941258324157,119.648516463283,113.238774509892,120.716806788848
"Country","Sweden","Europe","Northern Europe","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with actual data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Proportion of polulation in countries with estimated data (sex)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Estimated male victims",64.1763319883392,77.6871387227264,77.0115983860071,72.9583563656909,67.554033671936,58.7720092945843,66.8784933352167,58.7720092945843,62.1497109781811,72.2752293577982,59.0769230769231,57.6627906976744,64.7184466019417,58.0487804878049,66.34,52.3690476190476,55.2911392405063,79.1388888888889,54.2816901408451,54.5172413793103,64.1136363636364,56,46.6865671641791,61,62,83,77,86
"Country","Sweden","Europe","Northern Europe","Estimated female victims",30.8236680116608,37.3128612772736,36.9884016139929,35.0416436343091,32.445966328064,28.2279907054157,32.1215066647833,28.2279907054157,29.8502890218189,28.7247706422018,36.9230769230769,29.3372093023256,36.2815533980583,26.9512195121951,40.66,30.6309523809524,35.7088607594937,31.8611111111111,27.7183098591549,38.4827586206897,26.8863636363636,25,21.3134328358209,26,25,29,29,27
"Country","Sweden","Europe","Northern Europe","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with actual data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country","Sweden","Europe","Northern Europe","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
